sample_ID	paper_number	compound	chemical_family	Ln_ion	Ln_anisotropy	Ln_Kramers	concentration	coordination_number	number_of_ligands	coordination_elements	X_im_max	T_B3	T_B3H	H	Fit	Ueff	Ueff_2	Ueff_ff	tau0	tau0_ff	Hyst	T_hyst	DOI	reference	year	mol_cluster	mag_struct_cluster	mol_cluster_2	mag_struct_cluster_2	link_to_CIF
415	2014_46	[Gd(OETAP)2]	LnPc2	Gd3+	Isotropic	Kramers	100	8	2	Nitrogen	Not Measured	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.1002/chem.201402869	Giménez-Agulló, N., de Pipaón, C. S., Adriaenssens, L., Filibian, M., Martínez-Belmonte, M., Escudero-Adán, E. C., Carretta, P., Ballester, P. & Galán-Mascarós, J. R. 2014 Single-Molecule-Magnet Behavior in the Family of [Ln(OETAP)2] Double-Decker Complexes (Ln=Lanthanide, OETAP=Octa(ethyl)tetraazaporphyrin). Chemistry - A European Journal 20, 12817–12825. (doi:10.1002/chem.201402869)	2014	A	Unassigned	A	Unassigned	https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=982424
416	2014_48	[Dy4K4(L)4(μ-H2O)4(NO3)2(μ-Ox)]	Mixed Ligands	Dy3+	Oblate	Kramers	100	8	3	Oxygen+Nitrogen	No Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.1021/cg500677t	Bag, P., Chakraborty, A., Rouzières, M., Clérac, R., Butcher, R. J. & Chandrasekhar, V. 2014 Oxalato-Bridged Neutral Octanuclear Heterometallic Complexes [Ln4K4(L)4(μ-H2O)4(NO3)2(μ-Ox)] (Ln = Dy(III), Gd(III), Tb(III), Ho(III); LH3 = N[CH2CH2N═CH-C6H3-2-OH-3-OMe]3; Ox = (C2O4)2–): Synthesis, Structure, Magnetic and Luminescent Properties. Crystal Growth & Design 14, 4583–4592. (doi:10.1021/cg500677t)	2014	B	Unassigned	B	Unassigned	http://www.crystallography.net/cod/result/?doi=10.1021/cg500677t
417	2014_48	[Gd4K4(L)4(μ-H2O)4(NO3)2(μ-Ox)]	Mixed Ligands	Gd3+	Isotropic	Kramers	100	8	3	Oxygen+Nitrogen	No Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.1021/cg500677t	Bag, P., Chakraborty, A., Rouzières, M., Clérac, R., Butcher, R. J. & Chandrasekhar, V. 2014 Oxalato-Bridged Neutral Octanuclear Heterometallic Complexes [Ln4K4(L)4(μ-H2O)4(NO3)2(μ-Ox)] (Ln = Dy(III), Gd(III), Tb(III), Ho(III); LH3 = N[CH2CH2N═CH-C6H3-2-OH-3-OMe]3; Ox = (C2O4)2–): Synthesis, Structure, Magnetic and Luminescent Properties. Crystal Growth & Design 14, 4583–4592. (doi:10.1021/cg500677t)	2014	A	Unassigned	A	Unassigned	http://www.crystallography.net/cod/result/?doi=10.1021/cg500677t
418	2014_48	[Tb4K4(L)4(μ-H2O)4(NO3)2(μ-Ox)]	Mixed Ligands	Tb3+	Oblate	Non-Kramers	100	8	3	Oxygen+Nitrogen	No Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.1021/cg500677t	Bag, P., Chakraborty, A., Rouzières, M., Clérac, R., Butcher, R. J. & Chandrasekhar, V. 2014 Oxalato-Bridged Neutral Octanuclear Heterometallic Complexes [Ln4K4(L)4(μ-H2O)4(NO3)2(μ-Ox)] (Ln = Dy(III), Gd(III), Tb(III), Ho(III); LH3 = N[CH2CH2N═CH-C6H3-2-OH-3-OMe]3; Ox = (C2O4)2–): Synthesis, Structure, Magnetic and Luminescent Properties. Crystal Growth & Design 14, 4583–4592. (doi:10.1021/cg500677t)	2014	B	Unassigned	E	Unassigned	http://www.crystallography.net/cod/result/?doi=10.1021/cg500677t
419	2014_48	[Ho4K4(L)4(μ-H2O)4(NO3)2(μ-Ox)]	Mixed Ligands	Ho3+	Oblate	Non-Kramers	100	8	3	Oxygen+Nitrogen	No Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.1021/cg500677t	Bag, P., Chakraborty, A., Rouzières, M., Clérac, R., Butcher, R. J. & Chandrasekhar, V. 2014 Oxalato-Bridged Neutral Octanuclear Heterometallic Complexes [Ln4K4(L)4(μ-H2O)4(NO3)2(μ-Ox)] (Ln = Dy(III), Gd(III), Tb(III), Ho(III); LH3 = N[CH2CH2N═CH-C6H3-2-OH-3-OMe]3; Ox = (C2O4)2–): Synthesis, Structure, Magnetic and Luminescent Properties. Crystal Growth & Design 14, 4583–4592. (doi:10.1021/cg500677t)	2014	B	Unassigned	E	Unassigned	http://www.crystallography.net/cod/result/?doi=10.1021/cg500677t
420	2014_49	Na10[Ho2(C2O4)(H2O)4(OH)W4O16]2·30H2O	POM	Ho3+	Oblate	Non-Kramers	100	9	6	Oxygen	No Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.1021/cg500675g	Zhao, J., Li, H., Li, Y., Li, C., Wang, Z. & Chen, L. 2014 Rectangle versus Square Oxalate-Connective Tetralanthanide Cluster Anchored in Lacunary Lindqvist Isopolytungstates: Syntheses, Structures, and Properties. Crystal Growth & Design 14, 5495–5505. (doi:10.1021/cg500675g)	2014	B	Unassigned	E	Unassigned	http://www.crystallography.net/cod/result/?doi=10.1021/cg500675g
421	2014_49	Na10[Er2(C2O4)(H2O)4(OH)W4O16]2·30H2O	POM	Er3+	Prolate	Kramers	100	9	6	Oxygen	No Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.1021/cg500675g	Zhao, J., Li, H., Li, Y., Li, C., Wang, Z. & Chen, L. 2014 Rectangle versus Square Oxalate-Connective Tetralanthanide Cluster Anchored in Lacunary Lindqvist Isopolytungstates: Syntheses, Structures, and Properties. Crystal Growth & Design 14, 5495–5505. (doi:10.1021/cg500675g)	2014	C	Unassigned	D	Unassigned	http://www.crystallography.net/cod/result/?doi=10.1021/cg500675g
422	2014_49	Na10[Tb2(C2O4)(H2O)4(OH)W4O16]2·30H2O	POM	Tb3+	Oblate	Non-Kramers	100	9	6	Oxygen	No Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.1021/cg500675g	Zhao, J., Li, H., Li, Y., Li, C., Wang, Z. & Chen, L. 2014 Rectangle versus Square Oxalate-Connective Tetralanthanide Cluster Anchored in Lacunary Lindqvist Isopolytungstates: Syntheses, Structures, and Properties. Crystal Growth & Design 14, 5495–5505. (doi:10.1021/cg500675g)	2014	B	Unassigned	E	Unassigned	http://www.crystallography.net/cod/result/?doi=10.1021/cg500675g
423	2014_49	K4Na16[Ho(C2O4)W5O18]4·60H2O	POM	Ho3+	Oblate	Non-Kramers	100	9	3	Oxygen	No Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.1021/cg500675g	Zhao, J., Li, H., Li, Y., Li, C., Wang, Z. & Chen, L. 2014 Rectangle versus Square Oxalate-Connective Tetralanthanide Cluster Anchored in Lacunary Lindqvist Isopolytungstates: Syntheses, Structures, and Properties. Crystal Growth & Design 14, 5495–5505. (doi:10.1021/cg500675g)	2014	B	Unassigned	E	Unassigned	http://www.crystallography.net/cod/result/?doi=10.1021/cg500675g
424	2014_49	K4Na16[ER(C2O4)W5O18]4·60H2O	POM	Er3+	Prolate	Kramers	100	9	3	Oxygen	No Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.1021/cg500675g	Zhao, J., Li, H., Li, Y., Li, C., Wang, Z. & Chen, L. 2014 Rectangle versus Square Oxalate-Connective Tetralanthanide Cluster Anchored in Lacunary Lindqvist Isopolytungstates: Syntheses, Structures, and Properties. Crystal Growth & Design 14, 5495–5505. (doi:10.1021/cg500675g)	2014	C	Unassigned	D	Unassigned	http://www.crystallography.net/cod/result/?doi=10.1021/cg500675g
425	2014_49	K4Na16[Tb(C2O4)W5O18]4·60H2O	POM	Tb3+	Oblate	Non-Kramers	100	9	3	Oxygen	No Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.1021/cg500675g	Zhao, J., Li, H., Li, Y., Li, C., Wang, Z. & Chen, L. 2014 Rectangle versus Square Oxalate-Connective Tetralanthanide Cluster Anchored in Lacunary Lindqvist Isopolytungstates: Syntheses, Structures, and Properties. Crystal Growth & Design 14, 5495–5505. (doi:10.1021/cg500675g)	2014	B	Unassigned	E	Unassigned	http://www.crystallography.net/cod/result/?doi=10.1021/cg500675g
426	2014_50	Trans-[Ph-C≡C-(dppe)2Ru-C≡C-bipy-κ2-N,N’-Dy(TTA)3)]	Mixed Ligands	Dy3+	Oblate	Kramers	100	8	4	Oxygen+Nitrogen	No Freq-dependent X''	NA	NA	NA	Argand	32.8	NA	NA	1.15e-7	NA	Not Measured	NA	10.1021/ic403081y	Norel, L., Feng, M., Bernot, K., Roisnel, T., Guizouarn, T., Costuas, K. & Rigaut, S. 2014 Redox Modulation of Magnetic Slow Relaxation in a 4f-Based Single-Molecule Magnet with a 4d Carbon-Rich Ligand. Inorganic Chemistry 53, 2361–2363. (doi:10.1021/ic403081y)	2014	B	II	B	III	http://www.crystallography.net/cod/result/?doi=10.1021/ic403081y
427	2014_50	Trans-[Ph-C≡C-(dppe)2Ru-C≡C-bipy-κ2-N,N’-Dy(TTA)3)]BF4	Mixed Ligands	Dy3+	Oblate	Kramers	100	8	4	Oxygen+Nitrogen	No Freq-dependent X''	NA	NA	NA	Argand	43.5	NA	NA	4.6e-8	NA	Not Measured	NA	10.1021/ic403081y	Norel, L., Feng, M., Bernot, K., Roisnel, T., Guizouarn, T., Costuas, K. & Rigaut, S. 2014 Redox Modulation of Magnetic Slow Relaxation in a 4f-Based Single-Molecule Magnet with a 4d Carbon-Rich Ligand. Inorganic Chemistry 53, 2361–2363. (doi:10.1021/ic403081y)	2014	B	II	B	III	http://www.crystallography.net/cod/result/?doi=10.1021/ic403081y
428	2014_51	[Gd(C4O4)(C2O4)0.5(H2O)2]	Mixed Ligands	Gd3+	Isotropic	Kramers	100	8	4	Oxygen	Not Measured	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.1021/ic4030316	Biswas, S., Jena, H. S., Adhikary, A. & Konar, S. 2014 Two Isostructural 3D Lanthanide Coordination Networks (Ln = Gd3+, Dy3+) with Squashed Cuboid-Type Nanoscopic Cages Showing Significant Cryogenic Magnetic Refrigeration and Slow Magnetic Relaxation. Inorganic Chemistry 53, 3926–3928. (doi:10.1021/ic4030316)	2014	A	Unassigned	A	Unassigned	http://www.crystallography.net/cod/result/?doi=10.1021/ic4030316
429	2014_51	[Dy(C4O4)(C2O4)0.5(H2O)2]	Mixed Ligands	Dy3+	Oblate	Kramers	100	8	4	Oxygen	Freq-dependent X''	NA	3	1800	Argand	10.8	NA	NA	2e-6	NA	Not Measured	NA	10.1021/ic4030316	Biswas, S., Jena, H. S., Adhikary, A. & Konar, S. 2014 Two Isostructural 3D Lanthanide Coordination Networks (Ln = Gd3+, Dy3+) with Squashed Cuboid-Type Nanoscopic Cages Showing Significant Cryogenic Magnetic Refrigeration and Slow Magnetic Relaxation. Inorganic Chemistry 53, 3926–3928. (doi:10.1021/ic4030316)	2014	B	II	B	III	http://www.crystallography.net/cod/result/?doi=10.1021/ic4030316
430	2014_53	[Cp2L1SmPhCN]	Mixed Ligands	Sm3+	Prolate	Kramers	100	5	4	Others	Not Measured	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.1021/om400856d	Liu, J.-F., Pan, F.-X., Yao, S., Min, X., Cui, D. & Sun, Z.-M. 2014 Syntheses, Structure, and Properties of Mixed Cp–Amidinate Rare-Earth-Metal(III) Complexes. Organometallics 33, 1374–1381. (doi:10.1021/om400856d)	2014	C	Unassigned	D	Unassigned	http://www.crystallography.net/cod/result/?doi=10.1021/om400856d
431	2014_53	[Cp2L1GdPhCN]	Mixed Ligands	Gd3+	Isotropic	Kramers	100	5	4	Others	Not Measured	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.1021/om400856d	Liu, J.-F., Pan, F.-X., Yao, S., Min, X., Cui, D. & Sun, Z.-M. 2014 Syntheses, Structure, and Properties of Mixed Cp–Amidinate Rare-Earth-Metal(III) Complexes. Organometallics 33, 1374–1381. (doi:10.1021/om400856d)	2014	A	Unassigned	A	Unassigned	http://www.crystallography.net/cod/result/?doi=10.1021/om400856d
